no,word,meaning,example_sentence,source,known,note,created_at,updated_at
1704,for the time being,当分の間(は)、さしあたり,The expression 'for the time being' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1705,force down ～,(感情など)を抑える,The expression 'force down ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1706,free up ～,～を自由化する、～解放する,The expression 'free up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1707,frown on [upon] ～,～に難色を示す、～に不賛成の意を表す,The expression 'frown on [upon] ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1708,gear up ～,準備をする,The expression 'gear up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1709,get around (～),あちこち動き回る、歩き回る、～をうまく避ける、～を逃れる,The team decided to get around (the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1710,get around to doing ～,～をする余裕[暇]ができる,Many students get around to improveing the problem their English skills.,英検準1級 でる順パス単 CSV,0,,,
1711,get away with ～,～を(罰などを受けずに)うまくやる,The team decided to get away with the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1712,get by ～,何とかやっていく、通り抜ける,The team decided to get by the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1713,get down to ～,～本気で取りかかる,The team decided to get down to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1714,get in on ～,～に参加する、～に加わる,The team decided to get in on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1715,get into ～,(本・映画・音楽など)に夢中になる、(ある状態)になる,The team decided to get into the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1716,get on with ～,(仕事など)を続ける、(人)とうまくやっていく,The team decided to get on with the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1717,give away ～,(秘密・答えなど)をばらす、～をただで与える、～を安く売る,The team decided to give away the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1718,give in (to ～),(～に)降参する、屈する、負ける,The team decided to give in (to the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1719,give off ～,(光・音・においなど)を発する,The team decided to give off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1720,give A over to B,AをBに預ける、AをBに引き渡す,The team decided to give A over to B before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1721,give rise to ～,～の原因となる、(悪い事態)を生じさせる,The team decided to give rise to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1722,go back on ～,(約束など)を破る,The team decided to go back on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1723,go for ～,～を選ぶ,The team decided to go for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1724,grow into ～,(成長して)(服など)を着られるようになる,The expression 'grow into ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1725,grow on ～,(人)の気にいるようになる、(習慣などが)～の身につてくる,The expression 'grow on ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1726,grow out of ～,(成長して)(行為・習慣など)から脱する、～から生じる,The expression 'grow out of ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1727,hand down ～,(伝統・慣習など)を(後世に)伝える、(判決など)を言い渡す,The team decided to hand down the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1728,hand off ～,～を任せる、～を引き渡す,The team decided to hand off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1729,hand out A (to B),(Bに)Aを配る,The team decided to hand out A (to B) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1730,hang around (～),(～を)ぶらつく、うろつく,The team decided to hang around (the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1731,hang on,(少し)待つ、電話を切らずにおく,The team decided to hang on before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1732,hang up ～,(電話を)切る,The team decided to hang up the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1733,head off (～),～を阻止する、～を回避する、出かける、立ち去る,The expression 'head off (～)' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1734,head out,出かける、立ち去る,The expression 'head out' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1735,hold back ～,～を抑えておく,The team decided to hold back the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1736,hold off ～,～を引き延ばす、～を延期する,The team decided to hold off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1737,hold out (～),(敵・逆境・圧力などに)もちこたえる、～を差し出す,The team decided to hold out (the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1738,hold over ～,続映[続演]される、～を延期する,The team decided to hold over the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1739,in a row,連続で,The phrase is used in a row during the discussion.,英検準1級 でる順パス単 CSV,0,,,
1740,in favor of ～,～に賛成して、～を支持して,The phrase is used in favor of the problem during the discussion.,英検準1級 でる順パス単 CSV,0,,,
1741,in response to ～,～に応えて、～に応じて,The phrase is used in response to the problem during the discussion.,英検準1級 でる順パス単 CSV,0,,,
1742,in terms of ～,～の観点から,The phrase is used in terms of the problem during the discussion.,英検準1級 でる順パス単 CSV,0,,,
1743,in the event of ～,(万一)～の場合には,The phrase is used in the event of the problem during the discussion.,英検準1級 でる順パス単 CSV,0,,,
1744,in vain,無駄に、効果なく、～にすぐ飛びつく,The phrase is used in vain during the discussion.,英検準1級 でる順パス単 CSV,0,,,
1745,jump at ～,～にすぐ飛びつく,The expression 'jump at ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1746,keep track of ～,(人の動向・情勢など)に注意している、～の跡をたどる,The team decided to keep track of the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1747,keep up with ～,(時勢・流行・人・仕事・勉強など)に遅れずについていく,The team decided to keep up with the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1748,kick around ～,(計画・提案など)をあれこれ検討する,The expression 'kick around ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1749,kick in,(薬などが)効き始める、機能し始める,The expression 'kick in' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1750,kick off A (with B),(Bで)Aを開始する,The expression 'kick off A (with B)' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1751,kick A out (of B),(Bから)Aを追い出す[首にする],The expression 'kick A out (of B)' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1752,knock down ～,～を取り壊す、～を解体する、～を殴り倒す,The expression 'knock down ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1753,lay into ～,～を厳しく非難する、～を攻撃する,The team decided to lay into the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1754,lay off ～,(一時的にまたは永久に) ～を解雇する,The team decided to lay off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1755,leave off (～),(～を)やめる,The team decided to leave off (the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1756,let alone ～,まして～、～は言うまでもなく,The team decided to let alone the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1757,let down ～,～を失望させる、～(の期待・信頼)を裏切る,The team decided to let down the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1758,let out ～,(声など)を出す、(感情)を表す、～を外に出す,The team decided to let out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1759,let up,手を緩める、(望ましくないことが)弱まる、(風雨などが)やむ,The team decided to let up before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1760,level off [out],横ばいになる、安定する,The expression 'level off [out]' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1761,lift off,(飛行機などが)離陸する,The expression 'lift off' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1762,live up to ～,(期待など)に応える、(規範など)に従って行動する,The team decided to live up to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
